age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
43,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,England,"greater than 50,000"
43,Private,Assoc acdm,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
24,Private,HS grad,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
68,Self emp not inc,11th,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
31,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
17,Private,11th,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
32,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
33,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
64,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
20,Private,HS grad,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
30,Private,HS grad,Separated,Other service,White,Female,United States,"less than or equal to 50,000"
43,Private,Some college,Divorced,Exec managerial,White,Male,United States,"less than or equal to 50,000"
22,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
17,Private,10th,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
47,Self emp not inc,HS grad,Married civ spouse,Other service,White,Female,Italy,"less than or equal to 50,000"
41,Private,Assoc voc,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
56,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
64,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
47,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
48,Private,Assoc voc,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
31,Private,Masters,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
29,Private,Assoc voc,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
30,Private,HS grad,Widowed,Adm clerical,White,Female,United States,"less than or equal to 50,000"
32,Private,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
57,Private,HS grad,Widowed,Transport moving,White,Male,United States,"greater than 50,000"
62,Private,HS grad,Widowed,Other service,White,Female,United States,"less than or equal to 50,000"
39,Private,HS grad,Separated,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
43,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
24,Self emp inc,Bachelors,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
53,Private,Some college,Married civ spouse,Adm clerical,White,Female,United States,"greater than 50,000"
26,Private,Some college,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
55,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
25,Private,HS grad,Divorced,Adm clerical,White,Male,United States,"less than or equal to 50,000"
41,Private,Bachelors,Divorced,Prof specialty,White,Female,United States,"greater than 50,000"
24,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
63,Private,HS grad,Widowed,Farming fishing,White,Male,United States,"less than or equal to 50,000"
17,Private,11th,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
35,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
51,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
62,Local gov,Bachelors,Widowed,Prof specialty,White,Female,United States,"less than or equal to 50,000"
55,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
43,Private,Some college,Divorced,Prof specialty,White,Male,United States,"less than or equal to 50,000"
40,Local gov,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
37,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
31,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
61,Private,Masters,Widowed,Prof specialty,White,Female,United States,"greater than 50,000"
26,Private,Assoc voc,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
46,Self emp not inc,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
48,State gov,Doctorate,Divorced,Prof specialty,White,Male,United States,"greater than 50,000"
34,Private,HS grad,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
34,Local gov,HS grad,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
59,Private,HS grad,Married civ spouse,Other service,White,Male,United States,"greater than 50,000"
34,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
49,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"greater than 50,000"
18,Private,11th,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
43,Private,HS grad,Married civ spouse,Farming fishing,White,Male,Mexico,"less than or equal to 50,000"
48,Private,11th,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
28,Self emp inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
33,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
24,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
21,Private,10th,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
17,Private,11th,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
39,Private,Some college,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
29,Self emp not inc,Bachelors,Separated,Prof specialty,White,Male,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
24,Private,Some college,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
51,Self emp not inc,Bachelors,Married civ spouse,Sales,Asian Pac Islander,Male,China,"greater than 50,000"
55,Private,5th 6th,Divorced,Other service,Black,Male,United States,"less than or equal to 50,000"
41,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
23,Private,HS grad,Never married,Handlers cleaners,Black,Female,United States,"less than or equal to 50,000"
38,Private,Assoc voc,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
39,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
19,Private,HS grad,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
49,Private,9th,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
32,Private,Bachelors,Married civ spouse,Adm clerical,White,Male,Philippines,"greater than 50,000"
27,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
38,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
33,Private,Some college,Married civ spouse,Craft repair,White,Female,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
54,Self emp not inc,HS grad,Married civ spouse,Sales,Black,Male,United States,"less than or equal to 50,000"
29,Private,Assoc voc,Divorced,Tech support,White,Female,United States,"less than or equal to 50,000"
35,Self emp not inc,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
28,Private,Assoc voc,Married civ spouse,Adm clerical,Asian Pac Islander,Female,India,"less than or equal to 50,000"
37,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
42,Self emp not inc,Prof school,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
40,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
47,Private,Some college,Divorced,Sales,White,Male,United States,"less than or equal to 50,000"
22,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
30,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
28,Private,HS grad,Married civ spouse,Tech support,White,Male,United States,"less than or equal to 50,000"
63,Local gov,7th 8th,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
51,Self emp not inc,9th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
22,Private,HS grad,Never married,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
35,Private,HS grad,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
46,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
37,Private,Some college,Divorced,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
24,Private,Bachelors,Never married,Prof specialty,Black,Male,United States,"less than or equal to 50,000"
37,Self emp not inc,HS grad,Divorced,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
53,Private,Some college,Married civ spouse,Tech support,White,Male,United States,"less than or equal to 50,000"
27,Private,HS grad,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
38,Private,Some college,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
53,Self emp not inc,10th,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
34,Private,Some college,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
23,Private,HS grad,Never married,Sales,Black,Male,United States,"less than or equal to 50,000"
39,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
43,Private,Masters,Married civ spouse,Prof specialty,Asian Pac Islander,Female,South,"less than or equal to 50,000"
